X,Y,LICENSE,APPLICANT,TRADE_NAME,CLASS,ADDRESS,ZIPCODE,WARD,ANC,SMD,STATUS,TYPE,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,COVERCHARGE,DANCING,OFFPREMISESTORAGE,STORAGEFACILITY,DISTILLERY_PUB,TOTAL_CAPACITY,GAMES_OF_SKILL,SPORTS_WAGGERING,CARRYOUT_DELIVERY,MAR_ID,XCOORD,YCOORD,LONGITUDE,LATITUDE,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID
-77.0093888076238,38.961579729341,ABRA-118291,"Reboot Beverages, LLC",Reboot Beverages,A,5909 BLAIR ROAD NW,20011,Ward 4,ANC 4B,SMD 4B06,Active,Wholesaler,,,,,,,,,,,,,,,,,285279,399186.48,143740.36,-77.00938652,38.96157226,ABRALicenseePt_2024,{51F68B96-BACD-4174-9E2C-C596D713BD9E},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6824
-77.0452000177074,38.9142848313131,ABRA-118293,"DM Dupont, LLC",Dawson's Market,D,2001 S STREET NW,20009,Ward 2,ANC 2B,SMD 2B01,Active,Restaurant,,,,CHECKED,,,,,,,,,99,,,,242564,396080.16,138491.14,-77.04519772,38.91427738,ABRALicenseePt_2025,{2780EEAA-531D-4B82-AD7A-F38298220BB1},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6825
-77.0452000177074,38.9142848313131,ABRA-118295,"DM Dupont, LLC",Dawson's Market,B,2001 S STREET NW,20009,Ward 2,ANC 2B,SMD 2B01,Active,Retail-Full Service Grocery,,,,,,CHECKED,,,,,,,,,,,242564,396080.16,138491.14,-77.04519772,38.91427738,ABRALicenseePt_2026,{A718C045-DA2F-4FA1-8416-FAAFEC2D5647},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6826
-77.0341313774461,38.9035858626772,ABRA-118300,"DMMIKE, LLC",Vortex Restaurant & Lounge,C,1426 L STREET NW,20005,Ward 2,ANC 2F,SMD 2F05,About to Expire,Tavern,,CHECKED,,,,,,CHECKED,CHECKED,,,,300,,,,218272,397039.66,137303.05,-77.03412908,38.90357841,ABRALicenseePt_2027,{C884EC49-5502-4453-9C91-D690A1BC66EE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6827
-77.0428495264238,38.9058446275314,ABRA-118303,"LA, LLC",Blue Moon,C,1827 M STREET NW,20036,Ward 2,ANC 2B,SMD 2B06,About to Expire,Tavern,,CHECKED,,,,,,,,,,,130,,,,241294,396283.57,137554.11,-77.04284723,38.90583717,ABRALicenseePt_2028,{FD9B2E71-3480-4287-8295-83E253DF59C9},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6828
-77.0325101145574,38.9157901103582,ABRA-118304,"BMU 14,LLC",Butter Me Up,C,1409 T STREET NW,20009,Ward 2,ANC 2B,SMD 2B09,Active,Restaurant,,,,,,,,,,,,,83,,,,305388,397180.77,138657.77,-77.03250782,38.91578232,ABRALicenseePt_2029,{F5FE6BA9-6838-473A-8C82-E40D701099C5},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6829
-76.999594019966,38.9088623546211,ABRA-118307,"Arepa Zone, LLC",Mosaico by Arepa Zone,C,1280 4TH STREET NE,20002,Ward 5,ANC 5D,SMD 5D01,About to Expire,Tavern,,,,,,,,,,,,,99,,,,319539,400035.41,137888.23,-76.99959174,38.90885456,ABRALicenseePt_2030,{5E3626F4-E4CC-424C-96BB-FF4DD37E9ACD},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6830
-77.062843845381,38.943814846287,ABRA-118313,"Vinvesto, Inc.",Vint,B,4221 CONNECTICUT AVENUE NW,20008,Ward 3,ANC 3F,SMD 3F02,Active,Internet,,,,,,,,,,,,,,,,,309008,394552.23,141770.13,-77.06284154,38.94380738,ABRALicenseePt_2031,{F070C944-77BB-432C-A78C-51D5C2324762},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6831
-76.9994255778598,38.9081454697051,ABRA-118327,Union Spirits LLC,Amity Wine and Spirits,A,1261 4TH STREET NE,20002,Ward 5,ANC 5D,SMD 5D01,Active,Retail-Liquor Store,,,,,,,,,,,,,,,,,69436,400050.02,137808.65,-76.99942329,38.90813801,ABRALicenseePt_2032,{B4C34D0C-EECF-4B79-B572-DFEF4809C96E},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6832
-77.0276770131729,38.9556320984336,ABRA-118330,"Prime Wine & Spirits, LLC",Prime Wine & Spirits,A,5413 GEORGIA AVENUE NW,20011,Ward 4,ANC 4D,SMD 4D01,405.1 New Const,Internet,,,,,,,,,,,,,,,,,254612,397601.26,143080.44,-77.02767472,38.95562463,ABRALicenseePt_2033,{894DA6D7-9592-4AFF-936B-BFF9B8D3E2D6},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6833
-77.063511844512,38.9037963611122,ABRA-118331,"Grace Street Coffee Roasters, LLC/Green Almond Pantry, LLC",Grace Street Coffee Roasters,D,3210 GRACE STREET NW,20007,Ward 2,ANC 2E,SMD 2E05,Active,Restaurant,,,,,CHECKED,,,,,,,,66,,,,274829,394491.23,137327.78,-77.06350954,38.90378891,ABRALicenseePt_2034,{5CAC9B5B-E0DF-4F1F-BBCB-50C61CF79FCC},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6834
-77.0201489169762,38.9153640090608,ABRA-118338,Quattro Restaurants LLC,Quattro Osteria,C,1840 6TH STREET NW,20001,Ward 2,ANC 6E,SMD 6E02,Active,Restaurant,,CHECKED,,,,,,,,,,,73,,,,218534,398252.78,138610.16,-77.02014663,38.91535655,ABRALicenseePt_2035,{13871145-01E7-43B2-87E3-DEA963BD7B43},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6835
-76.9964478320036,38.885360198067,ABRA-118360,"La Casina 1978, LLC",La Casina DC,C,327 7TH STREET SE,20003,Ward 6,ANC 6B,SMD 6B02,Active,Restaurant,,,,,,,,,,,,,38,,,,37312,400308.39,135279.31,-76.99644555,38.88535275,ABRALicenseePt_2036,{97930DAD-E274-4641-8950-9D0B8C078FAD},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6836
-77.0140912646748,38.898974296267,ABRA-118368,"Within Reach Restaurants, LLC",L' ardente,C,200 MASSACHUSETTS AVENUE NW,20001,Ward 6,ANC 2C,SMD 2C02,Active,Restaurant,,,,,CHECKED,,,,,,,,297,,,,312234,398777.85,136790.67,-77.01408898,38.89896651,ABRALicenseePt_2037,{A6E9DC76-DAE2-4E35-888A-D209869F909E},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6837
-76.9423384079232,38.8973768860567,ABRA-118369,"Heights, LLC",Heights Liquor,A,547 42ND STREET NE,20019,Ward 7,ANC 7D,SMD 7D06,Active,Retail - Liquor Store,,,,,,,,,,,,,,,,,8635,405002.17,136614.83,-76.94233614,38.89736943,ABRALicenseePt_2038,{AACCF233-4B6F-4D12-A9B8-94207F9AEB98},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6838
-77.0728318489103,38.9337147108197,ABRA-118381,"Temtamy, LLC",Papa's Liquors,A,3703 MACOMB STREET NW,20016,Ward 3,ANC 3C,SMD 3C07,Active,Retail - Liquor Store,,,,,,,,,,,,,,,,,284784,393685.47,140649.57,-77.07282954,38.93370725,ABRALicenseePt_2039,{CE117493-C465-48AD-B631-EE0FD55F5AC3},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6839
-77.0143680442262,38.9132391656963,ABRA-118390,Southeast Restaurant Group LLC,DCity Smokehouse,Caterer,203 FLORIDA AVENUE NW,20001,Ward 5,ANC 5E,SMD 5E06,Active,Caterer,,,,,,,,,,,,,,,,,309445,398754.09,138374.19,-77.01436576,38.91323171,ABRALicenseePt_2040,{846671AE-1604-4211-A315-55D5DF1E3338},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6840
-76.9976525505242,38.9087241437515,ABRA-118395,Above Ground LLC,Above Ground,C,1309 5TH STREET NE,20002,Ward 5,ANC 5D,SMD 5D01,Active,Restaurant,,,,,,,,,,,,,99,,,,301991,400203.8,137872.89,-76.99765027,38.90871669,ABRALicenseePt_2041,{1CF149BA-937A-4676-B593-2A219A8EBDD2},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6841
-76.9585291813539,38.9181712403978,ABRA-118418,"100 Proof, LLC",100 Proof Spirits,A,3521 V STREET NE,20018,Ward 5,ANC 5C,SMD 5C04,Active,Internet,,,,,,,,,,,,,,,,,33519,403596.62,138922.41,-76.95852691,38.91816378,ABRALicenseePt_2042,{0DCB1081-B067-44C8-B601-54506126E57B},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6842
-77.006205009619,38.8759300132876,ABRA-118427,"Millstone Point OpCo, LLC",Residence Inn by Marriott Washington Capitol Hill Navy Yard,D,1233 1ST STREET SE,20003,Ward 8,ANC 6D,SMD 6D02,About to Expire,Tavern,,,,,,,,,,,,,186,,,,70461,399461.77,134232.5,-77.00620273,38.87592223,ABRALicenseePt_2043,{6D6D6593-8D45-4800-8265-45FB41244575},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6843
-77.0312770160383,38.8976486212068,ABRA-118449,"Puro Gusto NA, LLC",Puro Gusto,Caterer,1345 F STREET NW,20004,Ward 2,ANC 2C,SMD 2C01,Active,Caterer,,,,,,,,,,,,,,,,,279108,397287.02,136643.88,-77.03127472,38.89764083,ABRALicenseePt_2044,{0C2287A7-C10C-4C65-8E53-58B80BED1B21},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6844
-77.0613702804396,38.9044988062148,ABRA-118463,Canal Square Associates LP,TBD,C,1054 31ST STREET NW,20007,Ward 2,ANC 2E,SMD 2E05,Safekeeping,Restaurant,,,,,CHECKED,,,,,,,,160,,,,273823,394677.04,137405.63,-77.06136798,38.90449135,ABRALicenseePt_2045,{83F29DC8-E05F-40C0-AF80-8D61EB5FAF43},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6845
-77.0220440433815,38.9562145997087,ABRA-118468,Harar Grocery LLC,Rainbow Market Beer & Wine Grocery Market,B,626 KENNEDY STREET NW,20011,Ward 4,ANC 4D,SMD 4D01,Active,Retail-Full Service Grocery,,,,,,,,,,,,,,,,,246750,398089.52,143144.97,-77.02204175,38.95620714,ABRALicenseePt_2046,{6820EB8C-F8D9-43F6-8DE3-79351656B028},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6846
-77.0293069095231,38.9021311519974,ABRA-118473,"IFood Franklin Square, LLC",Immigrant Food,C,925 13TH STREET NW,20005,Ward 2,ANC 2F,SMD 2F08,Active,Restaurant,,,,,,,,,,,,,75,,,,240926,397458.08,137141.42,-77.02930462,38.9021237,ABRALicenseePt_2047,{1766D020-AD5F-4AFD-B401-915BAC080C8B},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6847
-77.0253197533159,38.9420469776142,ABRA-118483,4201 Georgia Avenue NW Chicken LLC,Honeymoon Fried Chicken,C,4201 GEORGIA AVENUE NW,20011,Ward 4,ANC 4C,SMD 4C07,Active,Restaurant,,,,CHECKED,,,,,,,,,49,,,,224807,397805.16,141572.31,-77.02531746,38.94203952,ABRALicenseePt_2048,{34248C1F-C6A3-41A4-AA59-F70ED7A34CED},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6848
-77.0230945058427,38.9255709794175,ABRA-118499,Meklit L.L.C.,Sankofa Café,C,2714 GEORGIA AVENUE NW,20001,Ward 1,ANC 1B,SMD 1B09,About to Expire,Tavern,,,,,CHECKED,,,,,,,,189,,,,232482,397997.61,139743.28,-77.02309221,38.92556352,ABRALicenseePt_2049,{138A32B1-B473-4806-9815-EEA02C46C172},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6849
-77.0007914562761,38.864639398535,ABRA-118500,"Sandlot, LLC",Sandlot Anacostia,C,633 HOWARD ROAD SE,20020,Ward 8,ANC 8C,SMD 8C01,About to Expire,Tavern,,CHECKED,,,CHECKED,,,,,,,,2000,,,,278586,399931.51,132979.14,-77.00078917,38.86463195,ABRALicenseePt_2050,{C6CED778-946E-41F5-97F3-3D09663292F7},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6850
-77.0456924003037,38.9107322906001,ABRA-118513,"Crescent Hotels & Resorts, LLC",The Ven at Embassy Row,B,2015 MASSACHUSETTS AVENUE NW,20036,Ward 2,ANC 2B,SMD 2B02,405.1 New Const,25 Percent,,,,,,,,,,,,,,,,,225934,396037.26,138096.8,-77.0456901,38.91072484,ABRALicenseePt_2051,{FB629B82-5C0D-4DBB-B0B6-96C4748D57E1},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6851
-77.0539195482658,38.903518409818,ABRA-118515,"DC Tavern, Inc.",The Setting,C,2512 PENNSYLVANIA AVENUE NW,20037,Ward 2,ANC 2A,SMD 2A03,About to Expire,Tavern,,CHECKED,,,,,,,CHECKED,,,,49,,,CHECKED,316476,395323.24,137296.39,-77.05391725,38.90351062,ABRALicenseePt_2052,{29775D9D-2149-48D6-9164-F31CC035B081},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6852
-76.9371306182366,38.9075829216952,ABRA-118535,"Sip and Tipple, LLC",Sip & Tipple,A,1325 KENILWORTH AVENUE NE,20019,Ward 7,ANC 7D,SMD 7D03,Active,Internet,,,,,,,,,,,,,,,,,286055,405453.15,137748.08,-76.93712835,38.90757513,ABRALicenseePt_2053,{2DF78DCA-837F-4BD2-A663-7AD14940FDBE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6853
-77.0379883101605,38.9098273687521,ABRA-118543,DCV LLC,DC Vegan,C,1633 P STREET NW,20036,Ward 2,ANC 2B,SMD 2B05,Active,Restaurant,,CHECKED,,,,,,,,,,,108,,,,225835,396705.4,137996.04,-77.03798601,38.90981958,ABRALicenseePt_2054,{DE3DA627-18D0-4508-8D5E-8D71A826D505},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6854
-77.0325499661532,38.9139235719214,ABRA-118555,"Aslin DC Beer, LLC",Aslin Beer Company,C,1740 14TH STREET NW,20009,Ward 2,ANC 2F,SMD 2F01,About to Expire,Tavern,CHECKED,,,CHECKED,CHECKED,,,,,,,,205,,,,240131,397177.24,138450.57,-77.03254767,38.91391612,ABRALicenseePt_2055,{9C98E80F-C98B-4A5E-9F58-8FAB81154464},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6855
-76.995292014766,38.8819717427979,ABRA-118566,"DC Ramen, LLC",Kaiju Ramen Bar,C,525 8TH STREET SE,20003,Ward 6,ANC 6B,SMD 6B03,About to Expire,Tavern,,,,,CHECKED,,,,,,,,142,,,,11125,400408.69,134903.17,-76.99528973,38.88196429,ABRALicenseePt_2056,{2615CFD0-2C23-4DCC-AAAC-6254D0706CAB},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6856
-77.0305204356371,38.9172937775898,ABRA-118570,"We, the Pizza Express #1, LLC","We, the Pizza Express",C,1301 U STREET NW,20009,Ward 1,ANC 1B,SMD 1B12,Active,Restaurant,,,,,,,,,,,,,54,,,,297578,397353.38,138824.63,-77.03051814,38.91728599,ABRALicenseePt_2057,{7C8BEF81-C47C-404F-B5A0-0C230B03476D},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6857
-77.0285486941924,38.9010208794398,ABRA-118577,"Glass House Coffee Three, LLC",Slipstream,C,1201 NEW YORK AVENUE NW,20005,Ward 2,ANC 2C,SMD 2C01,About to Expire,Tavern,,,,,,,,,,,,,47,,,,278918,397523.81,137018.15,-77.0285464,38.90101343,ABRALicenseePt_2058,{81EA08B0-8DF3-4511-B406-59AE5A42ED2D},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6858
-77.0654990822927,38.9119750256449,ABRA-118585,"FountainInn, LLC",Fountain Inn,Caterer,1659 WISCONSIN AVENUE NW,20007,Ward 2,ANC 2E,SMD 2E02,Active,Caterer,,,,,,,,,,,,,,,,,279289,394319.51,138235.8,-77.06549678,38.91196757,ABRALicenseePt_2059,{CE385A3C-2259-4626-9DED-B664C68355E2},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6859
-77.0069804858921,38.8748103155567,ABRA-118586,"Chicken & Whiskey Ballpark,LLC",Chicken + Whiskey,C,70 N STREET SE,20003,Ward 8,ANC 6D,SMD 6D02,Active,Restaurant,,CHECKED,,,CHECKED,,,,,,,,128,,,,314788,399394.47,134108.21,-77.0069782,38.87480253,ABRALicenseePt_2060,{5BBCCD80-4E57-404E-BB38-ABE0D9C3D23C},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6860
-77.0041906674734,38.8777452048765,ABRA-118590,B9 Select Navy TRS LLC,Courtyard Washington Capitol Hill/Navy Yard,C,140 L STREET SE,20003,Ward 8,ANC 6D,SMD 6D02,Active,Hotel,,CHECKED,,CHECKED,,,,,,,,,,,,,299775,399636.57,134433.99,-77.00418838,38.87773742,ABRALicenseePt_2061,{360F9ECA-1C7F-4AB1-A397-1B7EB94DE43C},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6861
-77.0315954737818,38.919905006807,ABRA-118631,"Big Chief DC, LLC",Slice & Pie/Lucy,C,2221 14TH STREET NW,20009,Ward 1,ANC 1B,SMD 1B04,About to Expire,Tavern,,,,CHECKED,,,,,,,,,63,,,,284294,397260.25,139114.53,-77.03159318,38.91989755,ABRALicenseePt_2062,{A7E319CA-D6EB-42F9-B264-C57A5A5423FE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6862
-77.0323666417346,38.9081015308198,ABRA-118648,"Taquito De Ojo, LLC",MAIZ64,C,1324 14TH STREET NW,20005,Ward 2,ANC 2F,SMD 2F03,Active,Restaurant,,CHECKED,,,,,,,,,,,170,,,,218097,397192.91,137804.27,-77.03236435,38.90809408,ABRALicenseePt_2063,{F01F72CC-B3D9-4012-9A91-63FEF99B84CE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6863
-77.0315754153865,38.9157523515151,ABRA-118649,"Mi Vida 14th Street, LLC",Mi Vida,C,1901 14TH STREET NW,20009,Ward 1,ANC 1B,SMD 1B12,Active,Restaurant,,CHECKED,,CHECKED,,,,,,,,,350,,,CHECKED,218546,397261.83,138653.55,-77.03157312,38.9157449,ABRALicenseePt_2064,{9DBAB894-89D7-41C9-BD7D-A364D81B108B},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6864
-77.0041906674734,38.8777452048765,ABRA-118660,B9 Select Navy TRS LLC,Courtyard Washington Capitol Hill/Navy Yard,B,140 L STREET SE,20003,Ward 8,ANC 6D,SMD 6D02,Active,25 Percent,,,,,,,,,,,,,,,,,299775,399636.57,134433.99,-77.00418838,38.87773742,ABRALicenseePt_2065,{330CE72B-591B-4B11-A92E-04C1938EAA39},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6865
-77.0040018577073,38.9120050274473,ABRA-118692,"Union Kitchen, LLC",Union Kitchen,B,1625 ECKINGTON PLACE NE,20002,Ward 5,ANC 5E,SMD 5E03,Active,Retail-Full Service Grocery,,,,,,,,,,,,,,,,,145957,399653.12,138237.1,-77.00399957,38.91199724,ABRALicenseePt_2066,{FC3C8EDB-CDFA-41A4-AFE2-EBBAC826948F},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6866
-77.0229076159485,38.9250061045255,ABRA-118698,"Hope Lounge, LLC",Medusa Lounge,C,2632 GEORGIA AVENUE NW,20001,Ward 1,ANC 1B,SMD 1B03,About to Expire,Tavern,,CHECKED,,,,,,CHECKED,CHECKED,,,,99,,,,232387,398013.8,139680.57,-77.02290532,38.92499865,ABRALicenseePt_2067,{0A7FF14A-CA04-4F16-8D99-C5637AD113A1},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6867
-77.0596802037996,38.9103621359097,ABRA-118708,Dimma Investment Corporation,Sara's Market,B,3008 Q STREET NW,20007,Ward 2,ANC 2E,SMD 2E06,Active,Retail - Class B,,,,,,,,,,,,,,,,,223842,394824.06,138056.41,-77.0596779,38.91035468,ABRALicenseePt_2068,{D193B527-2170-4746-8BD5-B5E7FACFFAD4},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6868
-77.0061827762428,38.9066101947682,ABRA-118742,Washington DC Noma Operations LLC,citizenM,B,1222 1ST STREET NE,20002,Ward 6,ANC 6C,SMD 6C06,405.1 New Const,25 Percent,,,,,,,,,,,,,,,,,70970,399463.93,137638.24,-77.00618049,38.90660241,ABRALicenseePt_2069,{A388CAE5-0F01-4C8F-A7C4-CBE165C317C3},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6869
-77.0061827762428,38.9066101947682,ABRA-118744,Washington DC Noma Operations LLC,citizenM,C,1222 1ST STREET NE,20002,Ward 6,ANC 6C,SMD 6C06,Active,Hotel,,CHECKED,,,CHECKED,,,,,,,,30,,,,70970,399463.93,137638.24,-77.00618049,38.90660241,ABRALicenseePt_2070,{5570503D-5318-46E8-9962-4BEE69E743FA},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6870
-77.019571085742,38.8837476424892,ABRA-118762,Washington Capitol Hill Operations LLC,citizenM,B,550 SCHOOL STREET SW,20024,Ward 6,ANC 6D,SMD 6D01,Active,25 Percent,,,,,,,,,,,,,,,,,319647,398302.14,135100.48,-77.0195688,38.88373986,ABRALicenseePt_2071,{7986BE48-5B1F-497F-9657-6350D8A9B54F},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6871
-76.9860307191467,38.9004263691047,ABRA-118781,"H Street Spirits, LLC",H Street Spirits,A,1368 H STREET NE,20002,Ward 6,ANC 6A,SMD 6A06,405.1 New Const,Retail-Liquor Store,,,,,,CHECKED,,,,,,,,,,,65732,401211.94,136951.86,-76.98602844,38.90041891,ABRALicenseePt_2072,{3A3D0BCA-7EB1-4581-A049-2B3D3634A7F8},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6872
-76.9585291813539,38.9181712403978,ABRA-118815,"R & L Bubbles, LLC",R & L Bubbles,B,3521 V STREET NE,20018,Ward 5,ANC 5C,SMD 5C04,Active,Internet,,,,,,,,,,CHECKED,,,,,,,33519,403596.62,138922.41,-76.95852691,38.91816378,ABRALicenseePt_2073,{400A2AE1-60EE-43EC-A034-099D94BAC81B},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6873
-77.0536723135887,38.9034414121359,ABRA-118823,"2500 Penn Partners, LLC",Bottles,C,2500 PENNSYLVANIA AVENUE NW,20037,Ward 2,ANC 2A,SMD 2A03,About to Expire,Tavern,,,,,CHECKED,,,,,,,,119,,,,273885,395344.68,137287.83,-77.05367001,38.90343396,ABRALicenseePt_2074,{42D90EC0-19E5-44F7-8C02-1C8ED305BA1E},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6874
-77.0729108062037,38.9220506025314,ABRA-118826,"Capitol Restaurant Consulting, LLC",Mario's,C,2444 WISCONSIN AVENUE NW,20007,Ward 3,ANC 3B,SMD 3B02,Active,Restaurant,,,,,,,,,,,,,225,,,,284391,393677.59,139354.76,-77.0729085,38.92204281,ABRALicenseePt_2075,{825BC40A-39FC-47E4-80D3-7DE84B72D496},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6875
-77.0242250017877,38.9065085745712,ABRA-118846,"YFE, Inc.",Eighteenth Street Lounge,C,1230 9TH STREET NW,20001,Ward 2,ANC 2F,SMD 2F06,About to Expire,Tavern,,CHECKED,,,CHECKED,,,CHECKED,CHECKED,,,,250,,,,239788,397899.02,137627.22,-77.02422271,38.90650112,ABRALicenseePt_2076,{B098B676-4016-4727-839E-641296CA4B8A},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6876
-77.0425682480249,38.8989449591792,ABRA-118861,"Restaurant Associates of New York, LLC",Restaurant Associates,Caterer,1818 H STREET NW,20433,Ward 2,ANC 2A,SMD 2A08,Active,Caterer,,,,,,,,,,,,,,,,,241305,396307.61,136788.18,-77.04256595,38.89893751,ABRALicenseePt_2077,{8355C17C-6108-4B4D-9599-73AF4D8BCFF9},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6877
-77.0597569855314,38.9018215480667,ABRA-118868,"BA Frontier, LLC",Bozzelli's Italian Deli,D,3000 K STREET NW,20007,Ward 2,ANC 2E,SMD 2E05,Active,Restaurant,,,,,,,,,,,,,68,,,CHECKED,273872,394816.78,137108.34,-77.05975468,38.9018141,ABRALicenseePt_2078,{E2D79EA4-D40D-422B-8506-03A125EA6D00},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6878
-77.0087593624436,38.9124566259193,ABRA-118877,Sewa's Conveniency Store LLC,Sewa's Conveniency Store,B,1633 NORTH CAPITOL STREET NE,20002,Ward 5,ANC 5E,SMD 5E04,Active,Beer and Wine,,,,,,,,,,,,,,,,,58903,399240.51,138287.26,-77.00875708,38.91244917,ABRALicenseePt_2079,{1E29D80B-69AA-42FC-9EC3-B7BF25C331C7},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6879
-76.9895920312792,38.9201781643962,ABRA-118882,"MKSV Enterprise, LLC",J J Liquors,A,1211 BRENTWOOD ROAD NE,20018,Ward 5,ANC 5C,SMD 5C05,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,285928,400902.77,139144.43,-76.98958975,38.92017071,ABRALicenseePt_2080,{F537DA0C-6166-4911-ABE9-89F47E58B5F8},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6880
-77.0123323622676,38.9512345445351,ABRA-118886,"DA Liquor, Inc.",Fair Liquors,A,5008 1ST STREET NW,20011,Ward 4,ANC 4D,SMD 4D05,Active,Retail - Liquor Store,,,,,,,,,,,,,,,,,243580,398931.21,142591.98,-77.01233007,38.95122708,ABRALicenseePt_2081,{01CE036B-F8CC-40D5-A65C-2B5D3D3C42E0},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6881
-77.0277557342411,38.9172142928793,ABRA-118901,"Hashtag DC, LLC",Privilege,C,1115 U STREET NW,20009,Ward 1,ANC 1B,SMD 1B02,Active,Multipurpose,,,,,,,,,,,,,499,,,,309088,397593.14,138815.73,-77.02775344,38.9172065,ABRALicenseePt_2082,{91751061-7087-4CEF-9F84-D2A857F5CCF6},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,6882
